Stock #,Availability,Shape,Weight,Color,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Measurements,BGM,Eye Clean,Lab,Report #,RapLab Report ID,Treatment,RapNet Price,Rapnet  Discount %,Cash Price,Cash Price Discount %,Depth %,Table %,Girdle Thin,Girdle Thick,Girdle %,Girdle Condition,Culet Size,Culet Condition,Crown Height,Crown Angle,Pavilion Depth,Pavilion Angle,Laser Inscription,Cert Comment,Key to symbols,Member Comment,Star Length,Shade,White Inclusion,Black Inclusion,Open Inclusion,Milky,Fancy Color,Fancy Color Intensity,Fancy Color Overtone,Country,State,City,Brand,Seller Spec,Report Filename,Diamond Image,Sarine Loupe,Trade Show,Report Issue Date,Report Type,Lab Location,Pair Stock #,Is Matched Pair Separable,Allow RapLink Feed,Parcel Stones
231-275A,G,R,0.30,G,VVS1,VG,EX,G,N,N,4.25*4.23*2.67,No,,GIA,7341985846,,,1392.000,-42.000,,,62.90,56.00,,,4.50,Faceted,NON,,16.00,36.00,42.50,40.40,GIA 7341985846,,"Cavity, Chip","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7341985846&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
234-131A,G,R,0.70,Q,VS1,VG,VG,VG,N,N,5.83*5.82*3.39,No,,GIA,7346643675,,,2200.000,0.000,,,58.10,65.00,,,3.50,Faceted,NON,,11.00,32.50,43.50,41.00,GIA 7346643675,,Feather,"GIA Color Is:-Q, WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",60,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7346643675&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
229-186A,G,R,0.30,E,VS1,VG,EX,VG,N,N,4.22*4.17*2.69,No,,GIA,1348942568,,,1380.000,-42.500,,,64.20,54.00,,,5.00,Faceted,NON,,17.50,37.50,42.00,40.00,GIA 1348942568,,"Feather, Cloud, Pinpoint, Indented Natural","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1348942568&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
221-459A,G,R,0.30,E,SI2,EX,EX,EX,N,N,4.40*4.37*2.60,No,,GIA,2347852725,,,1105.000,-35.000,,,59.30,59.00,,,3.50,Faceted,NON,,13.00,33.00,43.00,40.80,GIA 2347852725,,"Cloud, Crystal, Knot","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2347852725&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
228-81A,G,EM,0.50,H,SI1,VG,EX,G,F,N,4.90*3.81*2.66,No,,GIA,6345940207,,,2100.000,0.000,,,69.90,59.00,,,,,NON,,,,,,GIA 6345940207,,"Crystal, Feather","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6345940207&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
205-237A,G,PE,0.50,H,SI2,VG,VG,G,N,N,7.14*4.46*2.48,No,,GIA,7342308161,,,1159.000,-39.000,,,55.60,55.00,,,,Faceted,NON,,,,,,GIA 7342308161,,"Twinning Wisp, Feather","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7342308161&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
228-255A,G,R,0.30,F,VS1,VG,EX,EX,F,N,4.22*4.19*2.71,No,,GIA,2347972179,,,1311.000,-43.000,,,64.40,58.00,,,5.00,Faceted,NON,,15.50,36.50,43.50,41.20,GIA 2347972179,,"Crystal, Pinpoint","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2347972179&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
222-363A,G,R,0.40,K,VS2,EX,EX,EX,F,N,4.72*4.68*2.95,No,,GIA,1348798212,,,1000.000,-37.500,,,62.80,55.00,,,3.50,Faceted,NON,,16.50,36.50,42.50,40.60,GIA 1348798212,,Crystal,"WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1348798212&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
241-80A,G,OV,1.00,M,VS2,EX,EX,VG,N,N,7.59*5.73*3.47,No,,GIA,6352067242,,,1155.000,-47.500,,,60.50,59.00,,,,Faceted,NON,,,,,,GIA 6352067242,,"Feather, Indented Natural, Natural","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6352067242&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
232-140A,G,PR,0.36,K,VS2,VG,EX,VG,F,N,3.87*3.75*2.80,No,,GIA,6345955339,,,621.000,-31.000,,,74.70,73.00,,,,,NON,,,,,,GIA 6345955339,,"Crystal, Indented Natural","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6345955339&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
223-20B,G,PR,1.20,H,VS1,EX,EX,VG,N,N,5.99*5.83*4.03,No,,GIA,6345516252,,,3472.000,-38.000,,,69.10,72.00,,,,,NON,,,,,,GIA 6345516252,,"Crystal, Cavity","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6345516252&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
231-20A,G,R,0.30,D,SI2,VG,EX,VG,N,N,4.20*4.17*2.68,No,,GIA,7358001422,,,1026.000,-43.000,,,64.00,55.00,,,5.00,Faceted,NON,,17.50,38.50,41.50,39.80,GIA 7358001422,,Twinning Wisp,"WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7358001422&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
237-184A,G,R,0.40,J,VS2,EX,EX,VG,S,B,4.70*4.64*2.97,No,,GIA,6351143299,,,720.000,-60.000,,,63.50,56.00,,,3.50,Faceted,NON,,16.50,36.50,43.50,41.00,GIA 6351143299,,"Cloud, Feather, Crystal, Indented Natural","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6351143299&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
232-64A,G,R,0.33,J,VS1,EX,EX,EX,F,N,4.43*4.41*2.77,No,,GIA,1359068151,,,1003.000,-41.000,,,62.60,57.00,,,3.50,Faceted,NON,,16.00,36.50,43.00,40.80,GIA 1359068151,,"Crystal, Cloud, Pinpoint, Needle","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1359068151&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
222-73A,G,R,0.30,D,VS2,EX,EX,EX,N,N,4.34*4.31*2.67,No,,GIA,6342827179,,,1788.000,-25.500,,,61.80,55.00,,,3.50,Faceted,NON,,15.00,34.00,43.00,40.80,GIA 6342827179,,"Feather, Twinning Wisp","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",55,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6342827179&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
226-21A,G,R,0.60,H,SI1,EX,EX,EX,N,N,5.41*5.37*3.33,No,,GIA,2346827439,,,2077.000,-33.000,,,61.80,59.00,,,3.50,Faceted,NON,,15.00,36.00,43.00,41.00,GIA 2346827439,,"Feather, Crystal","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2346827439&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
224-25C,G,R,0.40,J,VS2,EX,EX,EX,F,N,4.76*4.75*2.92,No,,GIA,3345782934,,,1242.000,-31.000,,,61.40,55.00,,,4.00,Faceted,NON,,14.50,33.00,43.00,40.80,GIA 3345782934,,"Feather, Crystal, Cloud","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=3345782934&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
237-104A,G,R,0.40,I,VS2,EX,EX,EX,S,B,4.68*4.66*2.96,No,,GIA,7351079998,,,2100.000,0.000,,,63.30,56.00,,,3.50,Faceted,NON,,16.50,36.50,43.50,41.00,GIA 7351079998,,"Indented Natural, Crystal","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7351079998&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
238-28A,G,R,0.33,E,VS1,EX,EX,EX,F,N,4.42*4.39*2.75,No,,GIA,7353175686,,,1272.000,-47.000,,,62.40,55.00,,,3.50,Faceted,NON,,16.00,36.00,42.50,40.60,GIA 7353175686,,Crystal,"WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7353175686&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
236-6A,G,R,0.36,D,VVS2,EX,EX,EX,N,N,4.66*4.63*2.82,No,,GIA,1359161079,,,1680.000,-40.000,,,60.70,59.00,,,3.50,Faceted,NON,,13.00,32.50,44.50,41.60,GIA 1359161079,,Internal Graining,"WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1359161079&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
241-57A,G,R,0.96,K,VS1,G,EX,VG,N,N,6.07*5.99*4.00,No,,GIA,6351095533,,,2220.000,-40.000,,,66.30,56.00,,,6.50,Faceted,NON,,18.00,39.50,41.50,39.80,GIA 6351095533,Additional pinpoints are not shown.,"Feather, Pinpoint, Natural","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",45,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6351095533&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
222-360A,G,R,0.31,K,VS1,EX,VG,EX,N,N,4.34*4.32*2.69,No,,GIA,2347851688,,,975.000,-35.000,,,62.10,59.00,,,4.00,Faceted,NON,,14.00,33.50,44.50,41.80,GIA 2347851688,,"Feather, Needle","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2347851688&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
234-311A,G,MQ,0.30,F,VVS2,VG,EX,G,N,N,5.92*3.70*2.27,No,,GIA,5343693682,,,1260.000,-30.000,,,61.20,62.00,,,,Faceted,NON,,,,,,GIA 5343693682,,"Needle, Feather","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=5343693682&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
228-37A,G,R,0.30,F,VVS2,VG,EX,VG,N,N,4.21*4.16*2.70,No,,GIA,7348976949,,,1512.500,-39.500,,,64.50,58.00,,,5.00,Faceted,NON,,16.00,37.50,43.50,41.00,GIA 7348976949,,"Indented Natural, Pinpoint","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7348976949&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
228-1A,G,R,0.33,K,VVS1,EX,EX,EX,F,N,4.43*4.40*2.76,No,,GIA,1349986039,,,1700.000,0.000,,,62.50,56.00,,,3.50,Faceted,NON,,16.50,36.50,42.50,40.60,GIA 1349986039,,"Pinpoint, Indented Natural","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",45,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1349986039&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
229-29A,G,R,0.30,K,SI1,VG,EX,VG,N,N,4.21*4.15*2.70,No,,GIA,1349976942,,,741.000,-43.000,,,64.60,58.00,,,5.00,Faceted,NON,,16.00,37.50,43.50,41.00,GIA 1349976942,,Crystal,"WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1349976942&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
229-71A,G,R,0.40,I,VS2,EX,EX,EX,N,N,4.72*4.69*2.95,No,,GIA,7346985845,,,1344.000,-36.000,,,62.80,54.00,,,3.50,Faceted,NON,,16.00,35.00,43.50,41.00,GIA 7346985845,,"Crystal, Cloud","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7346985845&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
229-105A,G,R,0.30,K,VS2,EX,EX,EX,F,N,4.29*4.26*2.68,No,,GIA,1358096607,,,763.000,-45.500,,,62.60,55.00,,,3.50,Faceted,NON,,16.50,36.50,42.50,40.60,GIA 1358096607,,"Crystal, Feather","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",45,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1358096607&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
230-1957A,G,R,0.24,G,VVS1,EX,EX,EX,N,N,3.96*3.95*2.49,No,,GIA,6345890445,,,1391.200,-6.000,,,62.90,55.00,,,3.50,Faceted,NON,,16.50,36.50,42.50,40.60,GIA 6345890445,,Feather,"WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6345890445&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
229-131A,G,R,0.31,K,SI1,EX,EX,EX,F,N,4.30*4.28*2.70,No,,GIA,7348976923,,,832.000,-36.000,,,62.80,57.00,,,3.50,Faceted,NON,,16.00,36.00,43.50,41.00,GIA 7348976923,,"Crystal, Feather","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7348976923&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
227-60A,G,R,0.53,F,SI2,EX,EX,EX,N,N,5.21*5.19*3.24,No,,GIA,7342849864,,,1606.500,-40.500,,,62.40,57.00,,,3.50,Faceted,NON,,15.00,34.50,44.00,41.40,GIA 7342849864,,"Crystal, Feather, Cloud","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7342849864&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
205-3B,G,PE,2.02,,I1,EX,VG,G,S,B,10.85*6.90*4.22,No,,GIA,6332880275,,,10304.000,,10304.000,,61.10,57.00,,,,Faceted,NON,,,,,,GIA 6332880275,,"Feather, Cloud, Indented Natural","GIA Color Is:-FGGY, WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",,,,,,,FGGY,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6332880275&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
229-126A,G,R,0.30,E,VVS2,EX,EX,EX,N,N,4.32*4.30*2.67,No,,GIA,6351013908,,,1846.000,-29.000,,,62.00,59.00,,,3.50,Faceted,NON,,13.50,34.00,44.50,41.80,GIA 6351013908,,Feather,"WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6351013908&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
228-24A,G,R,0.31,F,VVS2,EX,EX,EX,N,N,4.31*4.29*2.71,No,,GIA,1348910923,,,1800.000,-28.000,,,62.90,58.00,,,4.00,Faceted,NON,,15.00,35.00,44.00,41.60,GIA 1348910923,,"Pinpoint, Cavity, Cloud","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1348910923&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
224-36A,G,PE,0.50,I,SI2,EX,EX,VG,F,N,6.78*4.52*2.87,No,,GIA,7346827140,,,1054.000,-38.000,,,63.50,60.00,,,,Faceted,NON,,,,,,GIA 7346827140,,Feather,"WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7346827140&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
226-6A,G,PE,2.01,J,VVS2,EX,EX,VG,N,N,10.94*7.18*4.29,No,,GIA,1347790457,,,5382.000,-22.000,,,59.80,63.00,,,,Faceted,NON,,,,,,GIA 1347790457,,"Feather, Indented Natural","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1347790457&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
237-110A,G,R,0.50,G,SI1,G,EX,VG,S,B,4.89*4.84*3.23,No,,GIA,1358098412,,,3200.000,0.000,,,66.30,56.00,,,6.50,Faceted,NON,,18.50,40.00,41.50,39.80,GIA 1358098412,,Crystal,"WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1358098412&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
234-359A,G,PE,0.30,E,SI1,VG,VG,G,M,B,5.13*3.74*2.56,No,,GIA,6341677514,,,848.000,-47.000,,,68.40,62.00,,,,Faceted,NON,,,,,,GIA 6341677514,,Twinning Wisp,"WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6341677514&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
220-176A,G,R,0.32,F,IF,EX,EX,EX,M,B,4.36*4.34*2.72,No,,GIA,7341799318,,,1708.000,-39.000,,,62.50,57.00,,,3.50,Faceted,NON,,16.00,36.50,43.00,40.80,GIA 7341799318,,"Surface Graining, Minor Details of Polish","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7341799318&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
231-336A,G,R,0.31,I,VS2,EX,EX,EX,F,N,4.34*4.31*2.72,No,,GIA,3355001755,,,1017.000,-43.500,,,62.80,57.00,,,3.50,Faceted,NON,,16.00,36.50,43.00,40.80,GIA 3355001755,,Crystal,"WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=3355001755&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
229-130A,G,OV,0.30,E,SI2,G,EX,G,N,N,5.06*3.57*2.37,No,,GIA,5353014162,,,870.000,-42.000,,,66.50,55.00,,,,Faceted,NON,,,,,,GIA 5353014162,,Feather,"WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=5353014162&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
231-101A,G,R,0.40,L,SI1,VG,EX,VG,N,N,4.65*4.59*2.96,No,,GIA,3355014832,,,702.000,-46.000,,,64.00,56.00,,,4.50,Faceted,NON,,17.50,38.50,41.50,39.80,GIA 3355014832,,"Crystal, Cloud, Feather","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=3355014832&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
230-648A,G,R,0.23,D,SI1,EX,EX,EX,N,N,3.93*3.91*2.45,No,,GIA,1349877964,,,1112.400,8.000,,,62.50,56.00,,,3.50,Faceted,NON,,16.50,36.50,42.50,40.60,GIA 1349877964,,"Feather, Crystal","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1349877964&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
225-117B,G,PE,0.30,G,VS1,EX,EX,G,N,N,6.13*3.78*2.26,No,,GIA,6341971454,,,1168.000,-27.000,,,59.90,64.00,,,,Faceted,NON,,,,,,GIA 6341971454,,"Feather, Cloud, Indented Natural","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6341971454&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
222-13A,G,R,0.35,F,SI1,EX,EX,EX,N,N,4.53*4.50*2.85,No,,GIA,2347796443,,,1406.000,-26.000,,,63.00,57.00,,,3.50,Faceted,NON,,15.50,36.00,44.00,41.40,GIA 2347796443,,"Crystal, Feather, Cloud","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2347796443&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
241-13A,G,R,1.01,O,VS2,VG,EX,VG,N,N,6.25*6.17*4.03,No,,GIA,2357096601,,,1512.000,-58.000,,,65.00,55.00,,,5.50,Faceted,NON,,17.00,37.00,42.50,40.20,GIA 2357096601,Additional pinpoints are not shown.,"Feather, Crystal, Twinning Wisp, Pinpoint, Natural","GIA Color Is:-O, WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2357096601&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
221-241A,G,R,0.35,E,SI1,EX,EX,EX,N,N,4.53*4.51*2.80,No,,GIA,7341752355,,,1550.000,-22.500,,,61.90,58.00,,,3.50,Faceted,NON,,15.50,36.00,43.00,40.60,GIA 7341752355,,Feather,"WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7341752355&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
233-82A,G,OV,1.01,E,VS2,G,EX,VG,N,N,7.10*5.44*3.65,No,,GIA,3345664839,,,4060.000,-42.000,,,67.10,58.00,,,,Faceted,NON,,,,,,GIA 3345664839,Additional clouds are not shown. Additional pinpoints are not shown.,"Feather, Indented Natural, Cloud, Pinpoint, Extra Facet","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=3345664839&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
