Stock Num,Availability,Lab,Certificate Num,Shape,Weight,Color,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Price Per Cts,Total Price,Shade,Milky,Eye Clean,Black in Center,Black in Side,White in Center,White in Side,Open in Table,Open in Crown,Open in Pavilion,HA,Type 2A,Measurements,Width,Length,Depth,Fancy Color,Fancy Color Intensity,Fancy Color Overtone,Depth %,Table %,Girdle Thin,Girdle Thick,Girdle %,Girdle Condition,Culet Size,Culet Condition,Crown Height,Crown Angle,Pavilion Depth,Pavilion Angle,Laser Inscription,Cert Comment,ImageName1,ImageName2,ImageName3,VideoLink,Diamond Url,Key to symbols,City,State,Country,Star Length,Lower Half,Color Description,Lab Location,Origin,Report Type,Report Issue Date,RapLab Report ID,Treatment,Full Shape Description
225-154A,G,GIA,6345910385,RBC,0.50,I,SI2,VG,EX,EX,F,N,1029.000,514.500,Other,None,,BC1,BT1,WC1,WT2,NV,NV,PO0,,,5.12*5.10*3.12,5.10,5.12,3.12,,,,61.10,60.00,,,4.00,Faceted,NON,,12.50,32.50,44.50,41.80,GIA 6345910385,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Twinning Wisp",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
220-272A,G,GIA,2346700973,HT,0.30,E,SI2,EX,EX,VG,F,N,868.000,260.400,White,None,,BC1,BT1,WC1,WT1,TO0,CO0,PO0,,,3.99*4.64*2.72,4.64,3.99,2.72,,,,58.60,61.00,,,,Faceted,NON,,,,,,GIA 2346700973,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Crystal,MUMBAI,,INDIA,,,,INDIA,,,,,,
231-48A,G,GIA,5356055894,RBC,0.30,E,VVS2,G,EX,VG,F,N,1392.000,417.600,White,None,,BC0,BT0,WC0,WT0,TO0,CO0,PO0,,,4.12*4.08*2.72,4.08,4.12,2.72,,,,66.30,58.00,,,6.50,Faceted,NON,,17.00,39.00,43.00,40.80,GIA 5356055894,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Cloud, Indented Natural, Pinpoint, Needle",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
231-103A,G,GIA,6341954936,RBC,0.35,G,VS2,EX,EX,EX,N,N,1273.000,445.550,White,None,,BC0,BT0,WC1,WT1,TO0,CO1,PO1,,,4.52*4.48*2.83,4.48,4.52,2.83,,,,63.00,57.00,,,3.50,Faceted,NON,,16.00,36.50,43.50,41.20,GIA 6341954936,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Crystal,MUMBAI,,INDIA,50,80,,INDIA,,,,,,
228-111A,G,GIA,1358026878,RBC,0.36,I,VS1,EX,EX,EX,N,N,1188.000,427.680,White,None,,BC0,BT1,WC0,WT0,TO0,CO0,PO0,,,4.54*4.52*2.85,4.52,4.54,2.85,,,,62.90,57.00,,,3.50,Faceted,NON,,15.50,36.00,44.00,41.40,GIA 1358026878,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Pinpoint",MUMBAI,,INDIA,50,80,,INDIA,,,,,,
222-101A,G,GIA,7341735305,RBC,0.30,I,SI2,VG,EX,VG,F,N,826.000,247.800,White,None,,BC0,BT2,WC2,WT2,TO0,CO0,PO0,,,4.26*4.22*2.68,4.22,4.26,2.68,,,,63.30,58.00,,,5.00,Faceted,NON,,15.00,35.50,43.50,41.00,GIA 7341735305,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Feather",MUMBAI,,INDIA,50,80,,INDIA,,,,,,
221-307A,G,GIA,5346766952,RBC,0.40,K,VS1,EX,EX,VG,N,N,896.000,358.400,White,None,,BC0,BT0,WC0,WT0,TO0,CO0,PO0,,,4.72*4.66*2.94,4.66,4.72,2.94,,,,62.50,56.00,,,3.50,Faceted,NON,,16.50,36.50,42.50,40.60,GIA 5346766952,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Pinpoint",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
223-49A,G,GIA,1345482500,OV,2.01,K,VS2,G,EX,VG,S,B,3060.000,6150.600,White,None,,BC0,BT1,WC1,WT0,TO0,CO2,PO3,,,9.12*6.77*4.67,6.77,9.12,4.67,,,,69.00,57.00,,,,Faceted,NON,,,,,,GIA 1345482500,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Twinning Wisp, Crystal, Indented Natural, Feather",MUMBAI,,INDIA,,,Faint Brown,INDIA,,,,,,
237-10A,G,GIA,2357001596,RBC,0.40,E,VS1,EX,EX,EX,F,N,1404.000,561.600,White,None,,BC0,BT1,WC0,WT1,TO0,CO0,PO1,,,4.70*4.67*2.96,4.67,4.70,2.96,,,,63.10,56.00,,,3.50,Faceted,NON,,16.50,36.50,43.00,41.00,GIA 2357001596,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Indented Natural, Pinpoint",MUMBAI,,INDIA,50,80,,INDIA,,,,,,
221-375A,G,GIA,6342827887,PB,0.33,G,IF,EX,VG,VG,N,N,1273.000,420.090,White,None,,BC0,BT0,WC0,WT0,TO0,CO0,PO0,,,6.27*3.99*2.26,3.99,6.27,2.26,,,,56.60,62.00,,,,Faceted,NON,,,,,,GIA 6342827887,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Minor Details of Polish,MUMBAI,,INDIA,,,,INDIA,,,,,,
222-328A,G,GIA,7346827316,RBC,0.30,K,VS2,G,VG,G,N,N,806.000,241.800,White,None,,BC0,BT0,WC1,WT1,TO0,CO0,PO0,,,4.30*4.27*2.53,4.27,4.30,2.53,,,,59.10,62.00,,,5.00,Faceted,NON,,13.50,35.00,40.50,39.20,GIA 7346827316,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Manufacturing Remnant, Feather",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
228-74A,G,GIA,2357056575,RBC,0.30,K,SI2,VG,EX,VG,F,N,594.000,178.200,White,None,,BC0,BT2,WC0,WT2,TO0,CO0,PO0,,,4.20*4.15*2.70,4.15,4.20,2.70,,,,64.70,56.00,,,5.00,Faceted,NON,,17.50,38.50,42.00,40.20,GIA 2357056575,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Crystal,MUMBAI,,INDIA,50,75,,INDIA,,,,,,
222-162A,G,GIA,2346852546,RBC,0.35,G,SI1,EX,EX,EX,N,N,1173.000,410.550,White,None,,BC0,BT0,WC1,WT0,TO0,CO0,PO0,,,4.53*4.50*2.83,4.50,4.53,2.83,,,,62.80,56.00,,,3.50,Faceted,NON,,16.50,36.50,43.00,40.80,GIA 2346852546,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Feather,MUMBAI,,INDIA,50,75,,INDIA,,,,,,
231-1A,G,GIA,7356080164,RBC,0.33,F,VVS2,EX,EX,EX,N,N,1518.000,500.940,White,None,,BC0,BT0,WC0,WT0,TO0,CO0,PO0,,,4.43*4.40*2.78,4.40,4.43,2.78,,,,63.10,57.00,,,3.50,Faceted,NON,,15.50,36.00,44.00,41.40,GIA 7356080164,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Pinpoint, Feather",MUMBAI,,INDIA,50,80,,INDIA,,,,,,
235-73A,G,GIA,1353175888,RBC,0.50,L,VS2,EX,EX,EX,S,B,952.000,476.000,White,None,,BC1,BT1,WC1,WT1,TO0,CO0,PO0,,,5.09*5.06*3.18,5.06,5.09,3.18,,,,62.50,58.00,,,3.50,Faceted,NON,,15.50,36.50,43.50,41.00,GIA 1353175888,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Cloud, Feather",MUMBAI,,INDIA,45,80,,INDIA,,,,,,
225-26A,G,GIA,1358022749,OV,0.81,F,VVS1,VG,EX,EX,N,N,2948.000,2387.880,White,None,,BC0,BT0,WC0,WT0,TO0,CO0,PO0,,,7.25*5.22*3.21,5.22,7.25,3.21,,,,61.40,61.00,,,,Faceted,NON,,,,,,GIA 1358022749,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Pinpoint,MUMBAI,,INDIA,,,,INDIA,,,,,,
227-56A,G,GIA,7348787599,RBC,1.01,K,SI2,EX,EX,EX,F,N,2124.000,2145.240,Brown,None,,BC1,BT1,WC1,WT1,TO0,CO1,NV,,,6.49*6.46*3.99,6.46,6.49,3.99,,,,61.70,54.00,,,3.50,Faceted,NON,,15.00,33.50,43.00,41.00,GIA 7348787599,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Twinning Wisp, Feather, Crystal, Needle, Indented Natural",MUMBAI,,INDIA,50,80,,INDIA,,,,,,
222-110A,G,GIA,2347782772,OV,0.51,E,VVS1,G,EX,VG,N,N,1536.000,783.360,White,None,,BC0,BT0,WC0,WT0,TO0,CO0,PO0,,,5.83*4.42*2.82,4.42,5.83,2.82,,,,63.70,54.00,,,,Faceted,NON,,,,,,GIA 2347782772,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Pinpoint, Feather",MUMBAI,,INDIA,,,,INDIA,,,,,,
221-404A,G,GIA,6341693617,OV,0.40,H,SI1,EX,EX,VG,F,N,990.000,396.000,White,None,,NV,NV,WC1,WT1,TO1,CO1,PO1,,,5.73*4.09*2.55,4.09,5.73,2.55,,,,62.30,59.00,,,,Faceted,NON,,,,,,GIA 6341693617,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Feather",MUMBAI,,INDIA,,,,INDIA,,,,,,
241-26A,G,GIA,2358096728,RBC,0.61,K,VS2,EX,EX,EX,N,N,1380.000,841.800,White,None,,BC0,BT0,WC1,WT1,TO0,CO0,PO0,,,5.49*5.47*3.32,5.47,5.49,3.32,,,,60.70,60.00,,,4.00,Faceted,NON,,12.50,32.50,44.00,41.40,GIA 2358096728,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Cloud, Crystal, Feather",MUMBAI,,INDIA,50,80,,INDIA,,,,,,
228-152A,G,GIA,7353085271,RBC,0.30,J,VVS2,EX,EX,VG,N,N,867.000,260.100,White,None,,BC0,BT0,WC0,WT0,TO0,CO0,PO0,,,4.28*4.23*2.69,4.23,4.28,2.69,,,,63.30,56.00,,,3.50,Faceted,NON,,16.00,36.00,43.50,41.00,GIA 7353085271,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Manufacturing Remnant, Natural",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
235-83A,G,GIA,2356143654,RBC,0.56,L,VVS2,EX,EX,EX,S,B,912.000,510.720,White,None,,BC0,BT0,WC0,WT0,TO0,CO0,PO0,,,5.31*5.28*3.28,5.28,5.31,3.28,,,,61.90,59.00,,,4.00,Faceted,NON,,14.00,34.50,44.00,41.40,GIA 2356143654,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Pinpoint,MUMBAI,,INDIA,45,75,,INDIA,,,,,,
214-29C,G,GIA,6345483553,MQ,0.60,I,VVS2,EX,EX,VG,N,N,1302.000,781.200,White,None,,BC0,BT0,WC0,NV,TO0,CO0,PO0,,,8.72*4.56*2.63,4.56,8.72,2.63,,,,57.60,55.00,,,,Faceted,NON,,,,,,GIA 6345483553,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Needle, Pinpoint, Indented Natural, Surface Graining",MUMBAI,,INDIA,,,,INDIA,,,,,,
221-183A,G,GIA,1343766428,RBC,0.32,H,VVS1,EX,VG,EX,N,N,1281.000,409.920,White,None,,BC0,BT0,WC0,WT0,TO0,CO0,PO0,,,4.38*4.36*2.74,4.36,4.38,2.74,,,,62.70,56.00,,,4.00,Faceted,NON,,15.00,34.50,44.00,41.40,GIA 1343766428,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Cavity,MUMBAI,,INDIA,50,75,*,INDIA,,,,,,
231-258A,G,GIA,7356214816,RBC,0.30,K,SI1,F,EX,G,N,N,588.000,176.400,White,None,,NV,BT0,WC1,WT1,TO0,CO0,PO0,,,4.13*4.08*2.74,4.08,4.13,2.74,,,,66.80,57.00,,,7.50,Faceted,NON,,15.00,35.50,44.50,41.80,GIA 7356214816,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Indented Natural",MUMBAI,,INDIA,50,80,,INDIA,,,,,,
214-121A,G,IGI,407973605,RBC,1.00,G,SI2,EX,EX,VG,F,N,2128.000,2128.000,White,None,,BC2,BT3,WC1,WT1,TO1,CO1,PO1,,,6.35*6.41*3.95,6.41,6.35,3.95,,,,61.80,56.50,,,4.50,Faceted,Pointed,,14.00,32.90,43.50,41.00,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,MUMBAI,,INDIA,,,G,INDIA,,,,,,
228-280A,G,GIA,2347914772,PR,0.30,F,VVS2,VG,EX,VG,F,N,884.000,265.200,White,None,,BC0,BT0,WC0,NV,TO0,CO0,PO0,,,3.59*3.52*2.62,3.52,3.59,2.62,,,,74.60,69.00,,,,Faceted,NON,,,,,,GIA 2347914772,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Pinpoint,MUMBAI,,INDIA,,,,INDIA,,,,,,
217-40A,G,IGI,407901083,RBC,1.01,K,SI2,EX,EX,EX,F,N,1120.000,1131.200,Other,None,,BC1,BT1,WC1,WT1,TO0,CO0,PO1,,,6.49*6.52*3.85,6.52,6.49,3.85,"K,FB",,,59.20,60.50,,,3.80,Faceted,Pointed,,13.00,33.30,42.50,40.40,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,MUMBAI,,INDIA,,,"K, Faint Brown",INDIA,,,,,,
229-252A,G,GIA,6351160355,RBC,0.32,D,VVS1,EX,EX,EX,N,N,1820.000,582.400,White,None,,BC0,BT0,WC0,WT0,TO0,CO0,PO0,,,4.41*4.39*2.74,4.39,4.41,2.74,,,,62.30,56.00,,,3.50,Faceted,NON,,15.50,35.00,43.00,41.00,GIA 6351160355,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Pinpoint, Surface Graining",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
211-143B,G,GIA,6341110388,OV,0.80,F,VS1,VG,EX,G,N,N,2560.000,2048.000,White,None,,NV,BT0,WC0,WT0,TO0,CO0,PO0,,,7.09*5.36*3.24,5.36,7.09,3.24,,,,60.50,59.00,,,,Faceted,NON,,,,,,GIA 6341110388,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Indented Natural, Needle, Cloud, Pinpoint",MUMBAI,,INDIA,,,,INDIA,,,,,,
237-30A,G,GIA,6351056167,EM,0.54,E,VS1,EX,EX,VG,M,B,1372.000,740.880,White,None,,BC0,BT0,WC0,WT1,TO0,CO0,PO0,,,5.22*3.93*2.64,3.93,5.22,2.64,,,,67.20,61.00,,,,Faceted,NON,,,,,,GIA 6351056167,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Pinpoint",MUMBAI,,INDIA,,,,INDIA,,,,,,
232-57A,G,GIA,1353230045,RBC,0.30,I,SI1,F,EX,VG,N,N,735.000,220.500,White,None,,BC0,BT1,WC0,WT1,TO0,CO2,PO2,,,4.05*4.00*2.83,4.00,4.05,2.83,,,,70.30,56.00,,,7.50,Faceted,NON,,17.50,39.00,45.00,42.00,GIA 1353230045 ,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Crystal, Cloud",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
221-291A,G,GIA,6342828257,RBC,0.31,K,IF,EX,EX,EX,F,N,918.000,284.580,White,None,,BC0,BT0,WC0,WT0,TO0,CO0,PO0,,,4.35*4.32*2.72,4.32,4.35,2.72,,,,62.80,57.00,,,3.50,Faceted,NON,,15.50,36.00,43.50,41.20,GIA 6342828257,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Minor Details of Polish,MUMBAI,,INDIA,50,80,,INDIA,,,,,,
203-1A,G,HRD,190000165370,CU,10.08,H,VVS2,,EX,VG,N,N,22500.000,226800.000,,,,,,,,,,,,,12.87*12.02*8.39,12.02,12.87,8.39,,,,63.00,69.80,,,,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,MUMBAI,,INDIA,,,,INDIA,,,,,,
235-22A,G,GIA,6351001090,EM,0.70,H,VVS1,EX,EX,VG,S,B,1776.000,1243.200,White,None,,BC0,BT0,WC0,WT0,TO0,CO0,PO0,,,5.97*4.11*2.79,4.11,5.97,2.79,,,,67.90,61.00,,,,Faceted,NON,,,,,,GIA 6351001090,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Pinpoint, Manufacturing Remnant, Feather",MUMBAI,,INDIA,,,,INDIA,,,,,,
227-115B,G,GIA,1345827825,OV,0.50,H,SI1,VG,EX,VG,F,N,1220.000,610.000,White,None,,BC1,BT1,WC1,WT1,TO0,CO0,PO0,,,6.22*4.35*2.84,4.35,6.22,2.84,,,,65.30,57.00,,,,Faceted,NON,,,,,,GIA 1345827825,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Twinning Wisp,MUMBAI,,INDIA,,,,INDIA,,,,,,
229-49A,G,GIA,1349910509,RBC,0.32,K,SI1,EX,EX,EX,F,N,696.000,222.720,White,None,,BC0,BT1,WC1,WT2,TO0,CO0,PO0,,,4.37*4.34*2.71,4.34,4.37,2.71,,,,62.10,60.00,,,4.00,Faceted,NON,,14.00,34.50,44.00,41.60,GIA 1349910509,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Crystal",MUMBAI,,INDIA,45,80,,INDIA,,,,,,
235-104A,G,GIA,6352143620,MQ,0.50,H,SI2,EX,EX,VG,N,N,918.000,459.000,White,None,,NV,BT1,WC1,WT1,TO1,CO0,PO1,,,7.55*4.35*2.62,4.35,7.55,2.62,,,,60.10,62.00,,,,Faceted,NON,,,,,,GIA 6352143620,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Twinning Wisp, Feather",MUMBAI,,INDIA,,,,INDIA,,,,,,
241-61A,G,GIA,6355143396,RBC,0.70,L,VS2,EX,EX,EX,N,N,1320.000,924.000,White,None,,BC0,BT0,WC1,WT0,TO0,CO1,PO2,,,5.67*5.62*3.54,5.62,5.67,3.54,,,,62.80,56.00,,,3.50,Faceted,NON,,16.50,36.50,42.50,40.60,GIA 6355143396,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Cavity, Indented Natural",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
225-140C,G,GIA,2356258977,PB,0.30,J,SI1,EX,EX,G,F,N,495.000,148.500,White,None,,BC0,BT0,WC1,WT0,TO0,CO1,PO2,,,5.75*3.78*2.34,3.78,5.75,2.34,,,,61.80,59.00,,,,Faceted,NON,,,,,,GIA 2356258977,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Feather,MUMBAI,,INDIA,,,,INDIA,,,,,,
235-38A,G,GIA,7356067994,RBC,0.70,K,VS2,EX,EX,EX,S,B,1320.000,924.000,White,None,,BC0,BT2,WC0,WT1,TO0,CO1,PO1,,,5.68*5.65*3.55,5.65,5.68,3.55,,,,62.70,56.00,,,3.50,Faceted,NON,,16.50,36.50,43.00,40.80,GIA 7356067994,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Cloud, Indented Natural",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
231-60A,G,GIA,5356001736,RBC,0.31,K,VS2,EX,EX,EX,F,N,689.000,213.590,White,None,,BC0,BT2,WC0,WT2,TO0,CO0,PO0,,,4.35*4.32*2.74,4.32,4.35,2.74,,,,63.10,57.00,,,4.00,Faceted,NON,,14.50,34.00,44.50,41.80,GIA 5356001736,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Crystal,MUMBAI,,INDIA,50,75,,INDIA,,,,,,
234-210A,G,GIA,6345693347,PB,0.40,G,SI2,VG,VG,G,N,N,784.000,313.600,White,None,,BC0,BT0,WC2,WT0,TO0,CO0,PO0,,,6.72*3.69*2.62,3.69,6.72,2.62,,,,71.00,58.00,,,,Faceted,NON,,,,,,GIA 6345693347,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Feather,MUMBAI,,INDIA,,,,INDIA,,,,,,
221-481A,G,GIA,2356143516,OV,0.50,M,SI2,G,EX,G,N,N,387.000,193.500,White,None,,BC0,NV,WC1,WT1,TO0,CO1,PO1,,,5.83*4.37*2.94,4.37,5.83,2.94,,,,67.30,59.00,,,,Faceted,NON,,,,,,GIA 2356143516,"GIA Color Is:-N, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Feather",MUMBAI,,INDIA,,,,INDIA,,,,,,
231-290A,G,GIA,2357183811,RBC,0.30,D,SI1,F,EX,VG,N,N,900.000,270.000,White,None,,BC0,BT1,WC0,WT1,TO0,NV,PO1,,,4.06*4.03*2.82,4.03,4.06,2.82,,,,69.80,57.00,,,7.00,Faceted,NON,,17.50,38.50,45.50,42.40,GIA 2357183811,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Knot, Indented Natural",MUMBAI,,INDIA,55,75,,INDIA,,,,,,
217-38A,G,IGI,407934801,RBC,1.33,K,SI2,EX,EX,EX,F,N,1728.000,2298.240,Other,None,,BC1,BT2,WC1,WT1,TO0,CO0,PO0,,,7.06*7.11*4.31,7.11,7.06,4.31,,,,60.80,60.50,,,3.80,Faceted,Pointed,,12.50,32.90,44.50,41.70,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,MUMBAI,,INDIA,,,"K, Faint Brown",INDIA,,,,,,
235-58A,G,GIA,5353154335,CU,1.00,D,SI1,EX,EX,EX,VS,B,2160.000,2160.000,White,None,,BC1,BT1,WC0,WT1,TO0,CO0,PO1,,,5.90*5.37*3.66,5.37,5.90,3.66,,,,68.20,59.00,,,,Faceted,NON,,,,,,GIA 5353154335,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Feather, Needle, Indented Natural, Natural",MUMBAI,,INDIA,,,,INDIA,,,,,,
237-261A,G,GIA,3355041406,CU,0.70,M,VS2,G,EX,G,M,B,2100.000,1470.000,,,,,,,,,,,,,5.05*4.73*3.20,4.73,5.05,3.20,yellow,,,67.60,62.00,,,,Faceted,NON,,,,,,GIA 3355041406,"GIA Color Is:-yellow, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Indented Natural, Feather",MUMBAI,,INDIA,,,"[*], Fancy Yellow, Natural Even",INDIA,,,,,,
222-28A,G,GIA,5343766604,RBC,0.51,I,SI2,EX,EX,EX,F,N,1176.000,599.760,White,None,,BC2,BT1,WC2,WT1,TO0,CO0,PO0,,,5.10*5.07*3.19,5.07,5.10,3.19,,,,62.80,56.00,,,3.50,Faceted,NON,,16.00,36.50,43.00,40.80,GIA 5343766604,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Crystal,MUMBAI,,INDIA,50,80,,INDIA,,,,,,
229-203A,G,GIA,2356056194,RBC,0.34,I,SI1,EX,EX,EX,F,N,810.000,275.400,White,None,,NV,BT1,WC1,WT1,TO0,CO0,NV,,,4.47*4.45*2.79,4.45,4.47,2.79,,,,62.60,57.00,,,3.50,Faceted,NON,,15.50,36.00,43.50,41.20,GIA 2356056194,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Feather",MUMBAI,,INDIA,50,80,,INDIA,,,,,,
225-30A,G,GIA,2346999813,RBC,1.00,K,I1,G,EX,G,S,B,1972.000,1972.000,White,None,,BC1,BT1,WC1,WT1,TO0,CO1,PO3,,,6.29*6.21*4.01,6.21,6.29,4.01,,,,64.10,60.00,,,5.50,Faceted,NON,,14.00,35.00,44.50,41.80,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Indented Natural, Crystal, Cloud, Natural",MUMBAI,,INDIA,55,75,,INDIA,,,,,,
237-206A,G,GIA,6352120702,RBC,0.42,L,VS1,EX,EX,EX,S,B,742.000,311.640,White,None,,BC1,BT0,WC1,WT0,TO0,CO0,PO0,,,4.78*4.74*2.97,4.74,4.78,2.97,,,,62.50,57.00,,,4.00,Faceted,NON,,15.50,36.00,42.50,40.60,GIA 6352120702,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Pinpoint",MUMBAI,,INDIA,50,80,,INDIA,,,,,,
